*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),反式脂肪(mg)
D0200103,水果類,木瓜(8月取樣),"前處理描述:去皮及籽,混合均勻打碎","番木瓜,番瓜",34,33,0.5,0,,8.8,
D0200104,水果類,木瓜(11月取樣),"前處理描述:去皮及籽,混合均勻打碎","番木瓜,番瓜",21,44,0.4,0.1,,11.8,
D0200201,水果類,青木瓜,"前處理描述:去皮及籽,混合均勻打碎","青番木瓜,青番瓜",18,29,0.6,0.1,,7.2,
D0300101,水果類,安石榴,"前處理描述:去皮及籽,混合均勻打碎","石榴, 榭榴, 謝榴, 樹榴",60,67,1.7,0.1,,16.8,
D0400101,水果類,百香果(台農一號),"前處理描述:去皮,混合均勻打碎","時計果,西番果",48,102,2,2.2,0.3,21.3,0
D0430101,水果類,百香果汁,"前處理描述:取內容物,混合均勻打碎,再去除粗籽","時計果汁,西番果汁,西番蓮汁,美里瓜汁",58,73,0.9,0.4,,18.6,
D0500101,水果類,金黃奇異果,"樣品狀態:黃肉種; 前處理描述:去皮,混合均勻打碎","彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",17,59,0.8,0.3,0.1,15,
D0500201,水果類,奇異果,"樣品狀態:綠肉種; 前處理描述:去皮,混合均勻打碎","彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",13,56,1.1,0.3,0.1,14,
D0600101,水果類,紅毛丹,"前處理描述:去皮及籽,混合均勻打碎","韶子,毛龍眼,毛荔枝",50,73,1,0.7,,17.9,
D0700101,水果類,紅龍果(白肉),"樣品狀態:白肉種; 前處理描述:去皮,混合均勻打碎","火龍果,仙蜜果",23,51,0.9,0.4,0,12.4,
D0700201,水果類,紅龍果(紅肉),"樣品狀態:紅肉種; 前處理描述:去皮,混合均勻打碎","火龍果,仙蜜果",19,50,1.1,0.2,0.1,12.3,
D08001,水果類,北蕉平均值,"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",35,85,1.5,0.1,0,22.1,
D0800101,水果類,北蕉(2月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",35,93,1.3,0,,24.6,
D0800102,水果類,北蕉(5月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",38,92,1.6,0.2,0.1,23.7,
D0800103,水果類,北蕉(9月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",31,65,1.3,0,,16.6,
D0800104,水果類,北蕉(11月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",36,90,1.6,0.1,,23.4,
D0800201,水果類,"北蕉(0天,綠皮)","樣品狀態:綠皮北蕉; 前處理描述:購買當日即去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",41,90,1.3,0.3,0.1,23.3,
D0800301,水果類,北蕉(1天),"樣品狀態:綠皮北蕉; 前處理描述:帶皮室溫存放1天,去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",37,87,1.4,0.3,0.1,22.2,
D0800401,水果類,北蕉(3天),"樣品狀態:黃皮北蕉; 前處理描述:帶皮室溫存放3天,去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",34,84,1.4,0.3,0.1,21.3,
D0800501,水果類,北蕉(7天),"樣品狀態:黃皮斑點北蕉; 前處理描述:帶皮室溫存放7天,去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",35,68,1.3,0.2,0.1,17.1,
D0800601,水果類,李林蕉(2007年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",43,102,1.4,0.3,0.2,26.3,
D0800602,水果類,李林蕉(2012年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",40,111,1.5,0.1,,29.2,
D0800701,水果類,南華蕉,"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉(芭蕉)",28,124,1.1,0.1,0,33.2,
D0800801,水果類,紅皮蕉(2004年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",36,93,1.3,0.3,0.1,24,
D0800802,水果類,紅皮蕉(2012年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",36,98,1.3,0.2,0.1,25.5,
D0801101,水果類,蛋蕉(2023年取樣),"前處理描述:去皮,混合均勻打碎","旦蕉, 一口蕉",21,87,1.1,0,0,23.3,0
D0900101,水果類,酪梨(綠皮),"樣品狀態:綠皮; 前處理描述:去皮及籽,混合均勻打碎","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",30,65,1.6,3.7,1.1,7.9,
D0900201,水果類,酪梨(室溫存放0天),"樣品狀態:綠皮; 前處理描述:室溫存放0天,去皮及籽,混合均勻打碎","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",31,80,1.5,5.9,1.7,7.1,
D0900301,水果類,酪梨(室溫存放3天),"樣品狀態:綠皮轉紅; 前處理描述:室溫存放3天,去皮及籽,混合均勻打碎","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",25,84,1.4,6.8,2,6.3,
D0900401,水果類,酪梨(室溫存放6天),"樣品狀態:紅皮; 前處理描述:室溫存放6天,去皮及籽,混合均勻打碎","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",24,92,1.5,7.6,2.2,6.6,
D1000101,水果類,榴槤,"前處理描述:去皮及籽,混合均勻打碎","榴蓮,流連,山韶子",32,132,2.7,1.9,0.7,29.7,6
D1100101,水果類,開英種1號鳳梨,"樣品狀態:開英種; 前處理描述:去皮,混合均勻打碎","旺來,波羅,黃萊,黃梨,王萊(開英種1號,1號仔,突目仔)",44,56,0.6,0.2,,14.5,
D11002,水果類,鳳梨平均值(雜交種),"樣品狀態:雜交種; 前處理描述:去皮,混合均勻打碎","鳳梨,旺來,波羅,黃萊,黃梨,王萊",42,53,0.7,0.1,0.1,13.6,
D1100201,水果類,甘蔗鳳梨,"樣品狀態:雜交種; 前處理描述:去皮,混合均勻打碎","旺來,波羅,黃萊,黃梨,王萊(台農13號,冬蜜鳳梨)",42,57,0.7,0.1,,15.1,
D1100202,水果類,甜蜜蜜鳳梨,"樣品狀態:雜交種; 前處理描述:去皮,混合均勻打碎","旺來,波羅,黃萊,黃梨,王萊(台農16號)",45,42,1,0.1,,10.6,
D1100203,水果類,金鑽鳳梨,"樣品狀態:雜交種; 前處理描述:去皮,混合均勻打碎","旺來,波羅,黃萊,黃梨,王萊(台農17號,春蜜鳳梨)",34,50,0.5,0.1,0.1,13.2,
D1100204,水果類,牛奶鳳梨,"樣品狀態:雜交種; 前處理描述:去皮,混合均勻打碎","旺來,波羅,黃萊,黃梨,王萊(台農20號)",49,60,0.8,0.3,0.1,15.4,
D1200101,水果類,釋迦,"前處理描述:去皮及籽,混合均勻打碎","番荔枝,釋迦果,佛頭果,番梨",44,104,2.2,0.1,0.1,26.6,0
D1200201,水果類,鳳梨釋迦,"前處理描述:去皮及籽,混合均勻打碎","旺來釋迦,奇美釋迦,蜜釋迦",39,102,1.5,0.4,0.2,26,
D1300101,水果類,桑葚,"樣品狀態:橢圓型果; 前處理描述:去蒂頭,混合均勻打碎","桑果,桑葚兒",4,32,1.1,0.4,0.2,7,
D1330101,水果類,桑葚汁,"樣品狀態:橢圓型果; 前處理描述:混合均勻打碎,再以砂布濾取果汁","桑果,桑葚兒",48,25,0.8,0.2,0,5.9,
D1400101,水果類,草莓,"前處理描述:去蒂,混合均勻打碎",,3,39,1,0.2,0.1,9.3,
D1500101,水果類,土芭樂,"前處理描述:去蒂及籽,混合均勻打碎","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",,39,0.7,0.1,,10,
D15002,水果類,芭樂平均值(白肉),"前處理描述:去蒂及籽,混合均勻打碎","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",21,40,0.7,0.1,0.1,10.2,0
D1500201,水果類,番石榴(珍珠拔)(有機),"前處理描述:去蒂及籽,混合均勻打碎","牛乳芭樂,牛奶芭樂,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",28,40,0.6,0.1,0.1,10.4,0
D1500202,水果類,世紀芭樂,"樣品狀態:橢圓形; 前處理描述:去蒂及籽,混合均勻打碎","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",17,40,0.7,0.1,,10.3,
D1500203,水果類,珍珠芭樂,"樣品狀態:梨形,白黃肉; 前處理描述:去蒂及籽,混合均勻打碎","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",21,42,0.7,0.2,0.1,10.6,
D1500204,水果類,泰國芭樂,"樣品狀態:圓形,黃綠皮白肉; 前處理描述:去蒂及籽,混合均勻打碎","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",,38,0.8,0.1,,9.7,
D1500205,水果類,無子芭樂,"樣品狀態:圓形,黃綠皮白肉; 前處理描述:去蒂及籽,混合均勻打碎","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",7,33,0.7,0,,8.6,
D1500301,水果類,紅心芭樂,"樣品狀態:梨形,綠皮紅肉; 前處理描述:去蒂及籽,混合均勻打碎","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",23,42,0.8,0.1,0,10.7,
D16001,水果類,楊桃平均值,"前處理描述:去陵線及籽,混合均勻打碎","羊桃,洋桃,陽桃,五稜子,五斂子",11,32,0.5,0.1,,8.2,
D1600101,水果類,楊桃(2月取樣),"前處理描述:去陵線及籽,混合均勻打碎","羊桃,洋桃,陽桃,五稜子,五斂子",12,29,0.4,0.1,,7.6,
D1600102,水果類,楊桃(4月取樣),"前處理描述:去陵線及籽,混合均勻打碎","羊桃,洋桃,陽桃,五稜子,五斂子",12,32,0.7,0.1,,8.1,
D1600103,水果類,楊桃(5月取樣),"前處理描述:去陵線及籽,混合均勻打碎","羊桃,洋桃,陽桃,五稜子,五斂子",10,34,0.6,0.1,,8.7,
D1600104,水果類,楊桃(9月取樣),"前處理描述:去陵線及籽,混合均勻打碎","羊桃,洋桃,陽桃,五稜子,五斂子",9,33,0.5,0,,8.8,
D1600105,水果類,楊桃(11月取樣),"前處理描述:去陵線及籽,混合均勻打碎","羊桃,洋桃,陽桃,五稜子,五斂子",10,31,0.4,0,,8,
D1700101,水果類,美國紅葡萄,"樣品狀態:有籽種,紅皮; 前處理描述:去皮及籽,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",16,69,0.4,0.4,,17.7,
D1700201,水果類,巨峰葡萄,"樣品狀態:有籽種,黑皮; 前處理描述:去皮及籽,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",19,64,0.5,0.3,0.1,16.6,
D17003,水果類,綠葡萄平均值,"樣品狀態:有籽種,綠皮; 前處理描述:去皮及籽,混合均勻打碎","葡萄,蒲桃,蒲萄,草龍珠,蒲陶,葡桃",18,58,0.5,0.2,,15.3,
D1700301,水果類,美國綠葡萄,"樣品狀態:有籽種,綠皮; 前處理描述:去皮及籽,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",17,64,0.5,0.2,,16.8,
D1700302,水果類,意大利葡萄,"樣品狀態:有籽種,綠皮; 前處理描述:去皮及籽,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",18,52,0.5,0.1,,13.7,
D1700401,水果類,美國紅葡萄(含皮),"樣品狀態:有籽種,紅皮; 前處理描述:去籽,含皮,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",2,61,0.4,0.1,,16.3,
D1700501,水果類,美國紫葡萄(含皮),"樣品狀態:有籽種,紫皮; 前處理描述:去籽,含皮,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",4,80,0.4,0,,21.9,
D1700601,水果類,美國黑葡萄(含皮),"樣品狀態:有籽種,黑皮; 前處理描述:去籽,含皮,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",4,63,0.6,0.2,,16.4,
D1700701,水果類,美國綠葡萄(含皮),"樣品狀態:有籽種,綠皮; 前處理描述:去籽,含皮,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",8,87,0.6,0.4,,22.7,
D1700801,水果類,無子紅葡萄(含皮),"樣品狀態:無籽種,紅皮; 前處理描述:含皮,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",,72,0.5,0.1,,19.2,
D1700901,水果類,黑美人葡萄(含皮),"樣品狀態:無籽種,黑皮; 前處理描述:含皮,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",,66,0.5,0.1,,17.4,
D1701001,水果類,金香葡萄(含皮),"樣品狀態:無籽種,綠皮; 前處理描述:含皮,混合均勻打碎","蒲桃,蒲萄,草龍珠,蒲陶,葡桃",,60,0.6,0.1,,16,
D1710101,水果類,葡萄乾,"樣品狀態:果乾(紅葡萄,無加糖); 前處理描述:混合均勻打碎",,,306,3.2,1.5,0.2,78.7,0
D18001,水果類,蓮霧平均值(粉紅色種),"樣品狀態:粉紅色種; 前處理描述:去蒂及籽,混合均勻打碎","璉霧,輦霧,洋蒲桃",11,39,0.4,0.3,0.1,10,0
D1800101,水果類,蓮霧(紅寶石),"樣品狀態:粉紅色種; 前處理描述:去蒂及籽,混合均勻打碎","璉霧,輦霧,洋蒲桃,水蓊",10,33,0.3,0.3,0.1,8.1,
D1800102,水果類,蓮霧(黑金剛),"樣品狀態:粉紅色種; 前處理描述:去蒂及籽,混合均勻打碎","璉霧,輦霧,洋蒲桃,水蓊",8,34,0.5,0.1,0,8.8,
D1800103,水果類,蓮霧(黑珍珠),"樣品狀態:粉紅色種; 前處理描述:去蒂及籽,混合均勻打碎","璉霧,輦霧,洋蒲桃,水蓊",15,51,0.3,0.4,0.3,13,0
D1900101,水果類,華寶大西瓜(花蓮),"樣品狀態:紅肉大瓜,長球型,淡綠色皮; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",37,33,0.7,0.1,,8.4,
D19002,水果類,西瓜平均值(紅肉小瓜),"樣品狀態:紅肉小瓜; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",44,33,0.8,0.1,0,8,
D1900201,水果類,皇宮西瓜,"樣品狀態:紅肉小瓜,圓球型,淡綠色皮; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",42,32,0.7,0.1,0,8.1,
D1900202,水果類,紅鈴西瓜,"樣品狀態:紅肉小瓜,長球型,深綠色,鮮紅肉色; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",41,34,0.8,0.1,,8.5,
D1900203,水果類,黑美人西瓜,"樣品狀態:紅肉小瓜; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",46,36,0.9,0.1,,9.1,
D1900204,水果類,鳳光西瓜,"樣品狀態:紅肉小瓜,長球型,深淺綠色條紋相間,鮮紅肉色; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",50,27,0.7,0.2,0.1,6.5,
D1900301,水果類,無籽西瓜,"前處理描述:去皮,混合均勻打碎","水瓜,寒瓜,夏瓜",31,33,0.9,0,,8.2,
D19004,水果類,西瓜平均值(黃肉小瓜),"樣品狀態:黃肉小瓜種; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",40,29,0.7,0,0,7.3,0
D1900401,水果類,小玉西瓜,"樣品狀態:黃肉小瓜; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",40,34,0.8,0.1,0,8.7,0
D1900402,水果類,金蘭西瓜,"樣品狀態:黃肉小瓜,圓球型,綠底綠條紋,深黃肉色; 前處理描述:去皮及籽,混合均勻打碎","水瓜,寒瓜,夏瓜",40,24,0.6,0,,6,
D1900501,水果類,嘉寶瓜,"樣品狀態:橙肉西瓜,橢圓形; 前處理描述:去皮,混合均勻打碎","水瓜,寒瓜,夏瓜(嘉寶兵瓜)",,40,0.8,0.2,,10,
D20001,水果類,甜瓜平均值(光皮洋香瓜),"樣品狀態:光皮洋香瓜種; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",23,30,0.9,0.1,0.1,7.2,0
D2000101,水果類,太陽洋香瓜,"樣品狀態:光皮洋香瓜種,橢圓形,黃皮白肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",36,32,1.2,0,,7.8,
D2000102,水果類,狀元瓜,"樣品狀態:光皮洋香瓜種,橄欖形,黃皮白肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",13,27,0.7,0.1,,6.6,
D2000103,水果類,蜜世界洋香瓜,"樣品狀態:光皮洋香瓜種,長球形,白綠皮綠肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",30,29,0.7,0.1,0.1,7.1,0
D20002,水果類,甜瓜平均值(東洋系脆瓜),"樣品狀態:東洋系脆瓜種; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",30,37,1,0.2,0.1,8.9,
D2000201,水果類,美濃瓜,"樣品狀態:東洋系脆瓜種,扁圓形,白綠皮肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",31,37,1.1,0.2,0.1,8.8,
D2000202,水果類,黃香瓜,"樣品狀態:東洋系脆瓜種,橢圓形,黃皮白肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",28,30,0.6,0.2,,7.5,
D2000203,水果類,嘉玉甜瓜,"樣品狀態:東洋系脆瓜種,扁圓形,白綠皮肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",26,43,1.3,0.1,,10.4,
D2000301,水果類,洋香瓜(新世紀),"樣品狀態:哈蜜瓜種,橢圓形,綠皮橙肉系; 前處理描述:去皮及籽,混合均勻打碎","網仔瓜,哈密瓜",49,39,0.7,0,0,10.1,
D2000302,水果類,新疆哈密瓜,"樣品狀態:哈蜜瓜種; 前處理描述:去皮及籽,混合均勻打碎","網仔瓜,哈密瓜",14,28,0.7,0.1,,6.9,
D2000303,水果類,洋香瓜(卡蜜拉),"前處理描述:去皮及籽,混合均勻打碎","網仔瓜,哈密瓜",35,38,0.6,0.2,0.1,9.5,0
D20004,水果類,甜瓜平均值(網紋洋香瓜),"樣品狀態:網紋洋香瓜種; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",41,37,0.9,0,0,9.3,0
D2000401,水果類,七股香洋香瓜,"樣品狀態:網紋洋香瓜種,球形,綠皮橙肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",48,40,0.6,0.1,,10.5,
D2000402,水果類,天香洋香瓜,"樣品狀態:網紋洋香瓜種,綠肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",38,44,0.8,0,0,11.6,0
D2000403,水果類,秋香洋香瓜,"樣品狀態:網紋洋香瓜種,球形,黃皮橙肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",45,34,1,0,,8.4,
D2000404,水果類,紅寶石洋香瓜,"樣品狀態:網紋洋香瓜種,球形,綠皮橙肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",39,39,1.2,0,0,9.6,
D2000405,水果類,香華洋香瓜,"樣品狀態:網紋洋香瓜種,球形,綠皮綠肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",37,30,0.7,0,,7.7,
D2000406,水果類,藍寶石洋香瓜,"樣品狀態:網紋洋香瓜種,球形,綠皮綠肉系; 前處理描述:去皮及籽,混合均勻打碎","甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",40,34,1.1,0,,8.2,
D2100101,水果類,土芒果,"樣品狀態:本地種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果(柴檨,土檨仔)",45,54,0.6,0.3,0.2,13.8,
D21002,水果類,芒果平均值(西洋種),"樣品狀態:西洋種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",26,50,0.6,0.2,0.1,13,
D2100201,水果類,肯特芒果,"樣品狀態:西洋種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",22,49,0.5,0.2,0.1,12.7,
D2100202,水果類,海頓芒果,"樣品狀態:西洋種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",,60,0.4,0.2,,15.7,
D2100203,水果類,凱特芒果,"樣品狀態:西洋種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",24,50,1.1,0.2,,12.5,
D2100204,水果類,愛文芒果,"樣品狀態:西洋種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果(蘋果芒果)",30,42,0.4,0.2,0.1,11,
D2100205,水果類,聖心芒果,"樣品狀態:西洋種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",24,50,0.5,0.2,0.1,12.9,
D2100301,水果類,黑香芒果,"樣品狀態:南洋種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",33,66,0.8,0.3,0.1,16.9,
D21004,水果類,芒果平均值(新興種),"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",25,56,0.6,0.2,0.1,14.4,
D2100401,水果類,四季芒果,"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果(四季檨)",19,60,0.6,0.2,,15.6,
D2100402,水果類,玉文芒果,"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",26,62,0.5,0.3,0.1,16.1,
D2100403,水果類,金煌芒果,"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",27,52,0.8,0.2,,13,
D2100404,水果類,金蜜芒果,"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",31,64,0.6,0.4,0.1,16.3,
D2100405,水果類,金興芒果,"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",6,41,0.6,0.1,0,10.6,
D2100406,水果類,香水芒果,"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",36,65,0.6,0.2,0.1,17.1,
D2100407,水果類,蓮花芒果,"樣品狀態:新興種; 前處理描述:去皮及籽,混合均勻打碎","檬果,檨仔,菴羅果",24,47,0.4,0.2,0.1,12.2,
D2110101,水果類,芒果乾,樣品狀態:果乾(無加糖); 前處理描述:混合均勻打碎,,,334,0.6,1,0.3,90,0
D22001,水果類,荔枝平均值,"前處理描述:去殼及籽,混合均勻打碎","丹荔,荔錦,麗枝,離枝",30,65,1,0.2,0.1,16.5,
